Date,SP500
1/02/1981,128.4
1/03/1981,133.2
1/04/1981,134.4
1/05/1981,131.7
1/06/1981,132.3
1/07/1981,129.1
1/08/1981,129.6
1/09/1981,118.3
1/10/1981,119.8
1/11/1981,122.9
1/12/1981,123.8
1/01/1982,117.3
1/02/1982,114.5
1/03/1982,110.8
1/04/1982,116.3
1/05/1982,116.4
1/06/1982,109.7
1/07/1982,109.4
1/08/1982,109.7
1/09/1982,122.4
1/10/1982,132.7
1/11/1982,138.1
1/12/1982,139.4
1/01/1983,144.3
1/02/1983,146.8
1/03/1983,151.9
1/04/1983,157.7
1/05/1983,164.1
1/06/1983,166.4
1/07/1983,167
1/08/1983,162.4
1/09/1983,167.2
1/10/1983,167.7
1/11/1983,165.2
1/12/1983,164.4
1/01/1984,166.4
1/02/1984,157.3
1/03/1984,157.4
1/04/1984,157.6
1/05/1984,156.6
1/06/1984,153.1
1/07/1984,151.1
1/08/1984,164.4
1/09/1984,166.1
1/10/1984,164.8
1/11/1984,166.3
1/12/1984,164.5
1/01/1985,171.6
1/02/1985,180.9
1/03/1985,179.4
1/04/1985,180.6
1/05/1985,184.9
1/06/1985,188.9
1/07/1985,192.5
1/08/1985,188.3
1/09/1985,184.1
1/10/1985,186.2
1/11/1985,197.5
1/12/1985,207.3
1/01/1986,208.2
1/02/1986,219.4
1/03/1986,232.3
1/04/1986,238
1/05/1986,238.5
1/06/1986,245.3
1/07/1986,240.2
1/08/1986,245
1/09/1986,238.3
1/10/1986,237.4
1/11/1986,245.1
1/12/1986,248.6
1/01/1987,264.5
1/02/1987,280.9
1/03/1987,292.5
1/04/1987,289.3
1/05/1987,289.1
1/06/1987,301.4
1/07/1987,310.1
1/08/1987,329.4
1/09/1987,318.7
1/10/1987,280.2
1/11/1987,245
1/12/1987,241
1/01/1988,250.5
1/02/1988,258.1
1/03/1988,265.7
1/04/1988,262.6
1/05/1988,256.1
1/06/1988,270.7
1/07/1988,269.1
1/08/1988,263.7
1/09/1988,268
1/10/1988,277.4
1/11/1988,271
1/12/1988,276.5
1/01/1989,285.4
1/02/1989,294
1/03/1989,292.7
1/04/1989,302.3
1/05/1989,313.9
1/06/1989,323.7
1/07/1989,331.9
1/08/1989,346.6
1/09/1989,347.3
1/10/1989,347.4
1/11/1989,340.2
1/12/1989,348.6
1/01/1990,339.97
1/02/1990,330.45
1/03/1990,338.46
1/04/1990,338.18
1/05/1990,350.25
1/06/1990,360.39
1/07/1990,360.03
1/08/1990,330.75
1/09/1990,315.41
1/10/1990,307.12
1/11/1990,315.29
1/12/1990,328.75
1/01/1991,325.49
1/02/1991,362.26
1/03/1991,372.28
1/04/1991,379.68
1/05/1991,377.99
1/06/1991,378.29
1/07/1991,380.23
1/08/1991,389.4
1/09/1991,387.2
1/10/1991,386.88
1/11/1991,385.92
1/12/1991,388.51
1/01/1992,416.08
1/02/1992,412.56
1/03/1992,407.36
1/04/1992,407.41
1/05/1992,414.81
1/06/1992,408.27
1/07/1992,415.05
1/08/1992,417.93
1/09/1992,418.48
1/10/1992,412.5
1/11/1992,422.84
1/12/1992,435.64
1/01/1993,435.23
1/02/1993,441.7
1/03/1993,450.16
1/04/1993,443.08
1/05/1993,445.25
1/06/1993,448.06
1/07/1993,447.29
1/08/1993,454.13
1/09/1993,459.24
1/10/1993,463.9
1/11/1993,462.89
1/12/1993,465.95
1/01/1994,472.99
1/02/1994,471.58
1/03/1994,463.81
1/04/1994,447.23
1/05/1994,450.9
1/06/1994,454.83
1/07/1994,451.4
1/08/1994,464.24
1/09/1994,466.96
1/10/1994,463.81
1/11/1994,461.01
1/12/1994,455.19
1/01/1995,465.25
1/02/1995,481.92
1/03/1995,493.15
1/04/1995,507.91
1/05/1995,523.81
1/06/1995,539.35
1/07/1995,557.37
1/08/1995,559.11
1/09/1995,578.77
1/10/1995,582.92
1/11/1995,595.53
1/12/1995,614.57
1/01/1996,614.42
1/02/1996,649.54
1/03/1996,647.07
1/04/1996,647.17
1/05/1996,661.23
1/06/1996,668.5
1/07/1996,644.07
1/08/1996,662.68
1/09/1996,674.88
1/10/1996,701.46
1/11/1996,735.67
1/12/1996,743.25
1/01/1997,766.22
1/02/1997,798.39
1/03/1997,792.16
1/04/1997,763.93
1/05/1997,833.09
1/06/1997,876.29
1/07/1997,925.29
1/08/1997,927.24
1/09/1997,937.02
1/10/1997,951.16
1/11/1997,938.92
1/12/1997,962.37
1/01/1998,963.36
1/02/1998,1023.74
1/03/1998,1076.83
1/04/1998,1112.2
1/05/1998,1108.42
1/06/1998,1108.39
1/07/1998,1156.58
1/08/1998,1074.62
1/09/1998,1020.64
1/10/1998,1032.47
1/11/1998,1144.43
1/12/1998,1190.05
1/01/1999,1248.77
1/02/1999,1246.58
1/03/1999,1281.66
1/04/1999,1334.76
1/05/1999,1332.07
1/06/1999,1322.55
1/07/1999,1380.99
1/08/1999,1327.49
1/09/1999,1318.17
1/10/1999,1300.01
1/11/1999,1391
1/12/1999,1428.68
1/01/2000,1425.59
1/02/2000,1388.87
1/03/2000,1442.21
1/04/2000,1461.36
1/05/2000,1418.48
1/06/2000,1461.96
1/07/2000,1473
1/08/2000,1485.46
1/09/2000,1468.05
1/10/2000,1390.14
1/11/2000,1378.04
1/12/2000,1330.93
1/01/2001,1335.63
1/02/2001,1305.75
1/03/2001,1185.85
1/04/2001,1189.84
1/05/2001,1270.37
1/06/2001,1238.71
1/07/2001,1204.45
1/08/2001,1178.5
1/09/2001,1044.64
1/10/2001,1076.59
1/11/2001,1129.68
1/12/2001,1144.93
1/01/2002,1140.21
1/02/2002,1100.67
1/03/2002,1153.79
1/04/2002,1111.93
1/05/2002,1079.25
1/06/2002,1014.02
1/07/2002,903.59
1/08/2002,912.55
1/09/2002,867.81
1/10/2002,854.63
1/11/2002,909.93
1/12/2002,899.18
1/01/2003,895.84
1/02/2003,837.03
1/03/2003,846.63
1/04/2003,890.03
1/05/2003,935.96
1/06/2003,988
1/07/2003,992.54
1/08/2003,989.53
1/09/2003,1019.44
1/10/2003,1038.73
1/11/2003,1049.9
1/12/2003,1080.64
1/01/2004,1132.52
1/02/2004,1143.36
1/03/2004,1123.98
1/04/2004,1133.36
1/05/2004,1102.78
1/06/2004,1132.76
1/07/2004,1105.85
1/08/2004,1088.94
1/09/2004,1117.66
1/10/2004,1117.21
1/11/2004,1168.94
1/12/2004,1199.21
1/01/2005,1181.41
1/02/2005,1199.63
1/03/2005,1194.9
1/04/2005,1164.43
1/05/2005,1178.28
1/06/2005,1202.25
1/07/2005,1222.24
1/08/2005,1224.27
1/09/2005,1225.92
1/10/2005,1191.96
1/11/2005,1237.37
1/12/2005,1262.07
1/01/2006,1278.73
1/02/2006,1276.65
1/03/2006,1293.74
1/04/2006,1302.17
1/05/2006,1290.01
1/06/2006,1253.17
1/07/2006,1260.24
1/08/2006,1287.15
1/09/2006,1317.74
1/10/2006,1363.38
1/11/2006,1388.64
1/12/2006,1416.42
1/01/2007,1424.16
1/02/2007,1444.8
1/03/2007,1406.95
1/04/2007,1463.64
1/05/2007,1511.14
1/06/2007,1514.19
1/07/2007,1520.71
1/08/2007,1454.62
1/09/2007,1497.12
1/10/2007,1539.66
1/11/2007,1463.39
1/12/2007,1479.22
1/01/2008,1378.76
1/02/2008,1354.87
1/03/2008,1316.94
1/04/2008,1370.47
1/05/2008,1403.22
1/06/2008,1341.25
1/07/2008,1257.33
1/08/2008,1281.47
1/09/2008,1216.95
1/10/2008,968.8
1/11/2008,883.04
1/12/2008,877.56
1/01/2009,865.58
1/02/2009,805.23
1/03/2009,757.13
1/04/2009,848.15
1/05/2009,902.41
1/06/2009,926.12
1/07/2009,935.82
1/08/2009,1009.73
1/09/2009,1044.55
1/10/2009,1067.66
1/11/2009,1088.07
1/12/2009,1110.38
1/01/2010,1123.58
1/02/2010,1089.16
1/03/2010,1152.05
1/04/2010,1197.32
1/05/2010,1125.06
1/06/2010,1083.36
1/07/2010,1079.8
1/08/2010,1087.28
1/09/2010,1122.08
1/10/2010,1171.58
1/11/2010,1198.89
1/12/2010,1241.53
1/01/2011,1282.62
1/02/2011,1321.12
1/03/2011,1304.49
1/04/2011,1331.51
1/05/2011,1338.31
1/06/2011,1287.29
1/07/2011,1325.19
1/08/2011,1185.31
1/09/2011,1173.88
1/10/2011,1207.22
1/11/2011,1226.42
1/12/2011,1243.32
1/01/2012,1300.58
1/02/2012,1352.49
1/03/2012,1389.24
1/04/2012,1386.43
1/05/2012,1341.27
1/06/2012,1323.48
1/07/2012,1359.78
1/08/2012,1403.45
1/09/2012,1443.42
1/10/2012,1437.82
1/11/2012,1394.51
1/12/2012,1422.29
1/01/2013,1480.4
1/02/2013,1512.31
1/03/2013,1550.83
1/04/2013,1570.7
1/05/2013,1639.84
1/06/2013,1618.77
1/07/2013,1668.68
1/08/2013,1670.09
1/09/2013,1687.17
1/10/2013,1720.03
1/11/2013,1783.54
1/12/2013,1807.78
1/01/2014,1822.36
1/02/2014,1817.04
1/03/2014,1863.52
1/04/2014,1864.26
1/05/2014,1889.77
1/06/2014,1947.09
1/07/2014,1973.1
1/08/2014,1961.53
1/09/2014,1993.23
1/10/2014,1937.27
1/11/2014,2044.57
1/12/2014,2054.27
1/01/2015,2028.18
1/02/2015,2082.2
1/03/2015,2079.99
1/04/2015,2094.86
1/05/2015,2111.94
1/06/2015,2099.29
1/07/2015,2094.14
1/08/2015,2039.87
1/09/2015,1944.41
1/10/2015,2024.81
1/11/2015,2080.62
1/12/2015,2054.08
1/01/2016,1918.6
1/02/2016,1904.42
1/03/2016,2021.95
1/04/2016,2075.54
1/05/2016,2065.55
1/06/2016,2083.89
1/07/2016,2148.9
1/08/2016,2170.95
1/09/2016,2157.69
1/10/2016,2143.02
1/11/2016,2164.99
1/12/2016,2246.63
1/01/2017,2275.12
1/02/2017,2329.91
1/03/2017,2366.82
1/04/2017,2359.31
1/05/2017,2395.35
1/06/2017,2433.99
1/07/2017,2454.1
1/08/2017,2456.22
1/09/2017,2492.84
1/10/2017,2557
1/11/2017,2593.61
1/12/2017,2664.34
1/01/2018,2789.8
1/02/2018,2705.16
1/03/2018,2702.77
1/04/2018,2642.19
1/05/2018,2705.27
1/06/2018,2718.37
1/07/2018,2816.29
1/08/2018,2901.52
1/09/2018,2913.98
1/10/2018,2711.74
1/11/2018,2760.17
1/12/2018,2506.85
1/01/2019,2704.10
1/02/2019,2784.49
1/03/2019,2834.40
1/04/2019,2945.83
1/05/2019,2752.06
1/06/2019,2941.76
1/07/2019,2980.38
1/08/2019,2926.46
1/09/2019,2976.74
1/10/2019,3037.56
1/11/2019,3140.98
1/12/2019,3230.78
1/01/2020,3225.52
1/02/2020,2954.22
1/03/2020,2584.59
1/04/2020,2912.43
1/05/2020,3044.31
1/06/2020,3100.29
1/07/2020,3271.12
1/08/2020,3500.31
1/09/2020,3363.00
1/10/2020,3269.96
1/11/2020,3621.63
1/12/2020,"3,756.07	"
1/01/2021,"3,714.24"
